Date,Time,Labels,Text (Click to drill to Message Detail),Engagement,Clicks,Replies,Likes,Retweets,Retweet Audience
,,,,,,,,,
7/16/2015,10:48 AM,positioning and reputation,Today we're announcing our second sale of non-performing loans: http://fanniemae.com/portal/about-us/media/financial-news/2015/6271.html #newsrelease,33,25,0,1,7,3441
,,,,,,,,,
7/16/2015,11:20 AM,positioning and reputation,@RickBeal @MelindaStarcher @luxhousiy @JasonOelrich @MoorparkRealtor @RealtorTexasRay @klmarsalis @ACTAppraisal Thanks for the RTs!,4,,0,4,0,0
,,,,,,,,,
7/16/2015,3:30 PM,positioning and reputation,ICYMI: Fannie Mae completes second credit risk sharing transaction with the reinsurance industry: http://fanniemae.com/portal/about-us/media/financial-news/2015/6270.html #newsrelease,9,8,0,0,1,339
,,,,,,,,,
7/16/2015,3:45 PM,positioning and reputation,We've priced our latest credit risk sharing transaction under our Connecticut Avenue Securities (CAS) series: http://fanniemae.com/portal/about-us/media/financial-news/2015/6272.html 1/2,6,5,0,1,0,0
,,,,,,,,,
7/16/2015,3:46 PM,positioning and reputation,"Since Oct. 2013, we've issued over $10 billion in CAS notes. http://fanniemae.com/portal/about-us/media/financial-news/2015/6272.html 2/2",8,6,0,1,1,24
,,,,,,,,,
7/16/2015,10:10 PM,positioning and reputation,"Our latest non-performing loan sale includes an opportunity for non-profits, minority- and women-owned businesses: http://fanniemae.com/portal/about-us/media/financial-news/2015/6271.html",24,18,0,1,5,3126
,,,,,,,,,
7/17/2015,9:30 AM,positioning and reputation,@tbeauregard2 @CharlesRogersSL @jameswiseHWPG @donoscarignacio @FawnStarHomeAZ @Mymimicakes @omsiguy @NormansmithB Appreciate your RTs!,1,,0,1,0,0
,,,,,,,,,
7/17/2015,9:40 AM,positioning and reputation,Amenity-laden student housing market growing fast http://housingindustryforum.com/content/amenity-laden-student-housing-market-growing-fast#.VaUmS_n48gs,5,4,0,0,1,10563
,,,,,,,,,
7/17/2015,12:15 PM,"Housing Recovery Solutions, Mobile",Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,18,13,0,0,5,54648
,,,,,,,,,
7/18/2015,9:45 AM,"Housing Recovery Solutions, The Home Story",Mortgage discount points could save you money on your #mortgage. Learn more: https://www.thehomestory.com/what-you-should-know-about-mortgage-discount-points/,61,47,0,3,11,5524
,,,,,,,,,
7/19/2015,12:45 PM,"Housing Recovery Solutions, The Home Story",What factors determine a #creditscore? This #infographic offers a typical breakdown: https://www.thehomestory.com/anatomy-of-your-credit-score/,84,64,0,6,14,14203
,,,,,,,,,
7/19/2015,7:50 PM,"Housing Recovery Solutions, Mobile",Wondering how much home can you afford? Download our new #mobileapp for help thru the homebuying process: www.knowyouroptions.com/homeapp,21,13,0,2,6,2256
,,,,,,,,,
7/20/2015,9:15 AM,positioning and reputation,@HomeForChange @robinremaxgold @Real_Estate_MA @vegasreo @DanRivisto @realtorcouture @queenmortgage @fozzgator Thx for your RTs!,2,,0,2,0,0
,,,,,,,,,
7/20/2015,10:20 AM,positioning and reputation,Amenity-laden student housing market growing fast http://housingindustryforum.com/content/amenity-laden-student-housing-market-growing-fast#.VaUmS_n48gs,9,8,0,1,0,0
,,,,,,,,,
7/20/2015,3:45 PM,"Housing Recovery Solutions, The Home Story","What are discount mortgage points, and what can they mean for you? Find out: http://www.thehomestory.com/what-you-should-know-about-mortgage-discount-points/",75,51,0,5,19,3978
,,,,,,,,,
7/21/2015,9:25 AM,"Housing Recovery Solutions, Mobile",HOME by Fannie Mae is here! Download our new #mobileapp for resources and calculators to help w/ homebuying: www.knowyouroptions.com/homeapp,28,21,0,0,7,53549
,,,,,,,,,
7/21/2015,2:52 PM,"Multifamily, positioning and reputation",Fannie Mae issues $14.5 billion of #multifamily MBS in the second quarter of 2015: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6273.html #newsrelease,23,16,0,1,6,997
,,,,,,,,,
7/21/2015,8:35 PM,"Housing Recovery Solutions, The Home Story",Here's a story about how #homeownership helped two young parents protect their baby: https://www.thehomestory.com/buying-a-healthy-home-for-their-first-child/,16,11,0,3,2,1926
,,,,,,,,,
7/22/2015,11:35 AM,positioning and reputation,@DistinctPrperty @HOMEteamNH @StAugFunGirl @MarcFalk608 @Mylene_Le_Bail @PhreeApps @alliancela @MMI_Tim @taviswack Appreciate your RTs!,1,,0,1,0,0
,,,,,,,,,
7/22/2015,2:10 PM,positioning and reputation,We're providing enhanced Single-Family loan perf. data prior to moving to Conn. Ave Securities actual loss framework. http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6257.html,15,10,0,3,2,580
,,,,,,,,,
7/22/2015,7:25 PM,positioning and reputation,Do you know all the ways you can connect with us in social media? See the complete list: http://fanniemae.com/portal/stay-connected.html,13,13,0,0,0,0
,,,,,,,,,
7/23/2015,9:19 AM,"Economic & Housing Outlook, positioning and reputation",Econ. + Strategic Research Group ups '15 econ. growth projection based on new data. Our July Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6275.html,14,10,0,1,3,4494
,,,,,,,,,
7/23/2015,2:50 PM,"Economic & Housing Outlook, positioning and reputation","Econ, housing gain momentum heading into 2nd half of '15. Our July Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6275.html",31,20,1,2,8,1225
,,,,,,,,,
7/23/2015,4:05 PM,positioning and reputation,@HyperionMedia @tiffdubya @KyleSvirsky @dwnpmtresource @thheyworth @OCREAL_ESTATE @KParkPlace @PittandFrank @MaggyRealtor Thx for the RTs!,3,,0,3,0,0
,,,,,,,,,
7/23/2015,9:20 PM,"Multifamily, positioning and reputation",ICYMI: Fannie Mae issues $14.5 billion of #multifamily MBS in the second quarter of 2015: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6273.html,23,12,1,3,7,1743
,,,,,,,,,
7/24/2015,8:44 AM,"Housing Recovery Solutions, The Home Story","Liz and Ande Atkinson needed to go from renter to #homeowner in order to help their son, Gabryel. Their story: https://www.thehomestory.com/buying-a-healthy-home-for-their-first-child/",11,7,1,1,2,7842
,,,,,,,,,
7/24/2015,12:21 PM,"Economic & Housing Outlook, positioning and reputation",Our Econ. + Strategic Research Group up its '15 econ. growth projection in its most recent Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6275.html,13,10,1,0,2,124
,,,,,,,,,
7/24/2015,1:31 PM,positioning and reputation,@townstone @SandiIrby @inmylight @ryanstewman @MillionsbyFaith @tourangnaz @DebsellsDenvr @ThomasMcEvoy Appreciate your RTs!,6,,1,4,1,377
,,,,,,,,,
7/25/2015,10:25 AM,"Housing Recovery Solutions, The Home Story",Curious about the factors that determine a #creditscore? This #infographic breaks it down: https://www.thehomestory.com/anatomy-of-your-credit-score/,108,78,2,5,23,39645
,,,,,,,,,
7/26/2015,9:43 AM,"Economic & Housing Outlook, positioning and reputation",ICYMI: Our July Economic + Housing Outlook is out. Get the latest here: http://fanniemae.com/portal/about-us/media/financial-news/2015/6275.html.,20,15,0,2,3,380
,,,,,,,,,
7/26/2015,10:21 PM,"Housing Recovery Solutions, The Home Story","And now, Maria Gonzalez's story: How persistence helped her become a homeowner. http://www.thehomestory.com/my-home-story-her-persistence-helped-her-land-a-mortgage/  #inspiration",21,15,0,2,4,3753
,,,,,,,,,
7/27/2015,9:13 AM,positioning and reputation,@SGrantWF @BradBarkerNYC @BetterCallFigs @Dwaynemw @TXUrias @DirtLawyerMCO @edgoza @naneale @VineCityATL @VeganRealtor2 Thx for retweeting!,3,,0,2,1,458
,,,,,,,,,
7/27/2015,10:12 AM,"Housing Recovery Solutions, Mobile","Homebuyers and owners, download our free #mobileapp to help you get the most out of your home: www.knowyouroptions.com/homeapp",16,11,1,1,3,361
,,,,,,,,,
7/27/2015,5:44 PM,"Housing Recovery Solutions, The Home Story",Does your renters or homeowners #insurance policy cover you in case of disaster? This can help you find out: http://www.thehomestory.com/whats-the-difference-between-renters-and-homeowners-insurance/,40,31,0,4,5,2417
,,,,,,,,,
7/27/2015,9:26 PM,positioning and reputation,"Discuss the latest housing news, trends, and ideas in our Housing Industry Forum: http://www.housingindustryforum.com/",16,9,0,2,5,2221
,,,,,,,,,
7/28/2015,9:06 AM,"FM Commentary, positioning and reputation",4 out of 10 lenders who deliver loans to GSEs report adding more stringent credit overlays than what GSEs require. http://fanniemae.com/portal/about-us/media/commentary/072815-huang.html,52,35,1,5,11,7589
,,,,,,,,,
7/28/2015,3:16 PM,positioning and reputation,Our Economic and Strategic Research will keep you informed + up-to-date on the latest in housing trends: http://fanniemae.com/portal/research-and-analysis/index.html,14,13,0,0,1,26
,,,,,,,,,
7/29/2015,9:25 AM,"Housing Recovery Solutions, The Home Story","W/ determination, discipline + help from others such as @MassHousing, Maria was able to become a 1st-time homeowner. http://www.thehomestory.com/my-home-story-her-persistence-helped-her-land-a-mortgage/",44,35,1,3,5,5210
,,,,,,,,,
7/29/2015,10:39 AM,positioning and reputation,@NormaJeanDancer @ELIARDO151 @Smoove_MB @daKrusher @Michaelmann09 @kurtgrela @MiznerHomes @inspector_mike @MassHousing Thx for the RTs!,5,,1,4,0,0
,,,,,,,,,
7/29/2015,4:19 PM,"FM Commentary, Mobile, positioning and reputation","Lenders cite high Debt-to-Income ratios, low credit scores as most common reasons for mortgage app denials: https://youtu.be/H8F8zG0_QKc",13,10,0,1,2,0
,,,,,,,,,
7/30/2015,10:25 AM,"FM Commentary, Housing Recovery Solutions",Another sign of progress since the housing crisis: the Temporary Credit + Liquidity Program has ended. http://www.fanniemae.com/portal/about-us/media/commentary/073015-hayward.html,37,26,1,1,9,6464
,,,,,,,,,
7/30/2015,1:42 PM,business support,"Fannie Mae training gets personal, remains popular: http://housingindustryforum.com/content/fannie-mae-training-gets-personal-remains-popular#.VbeC5rP48gs",19,16,1,1,1,26
,,,,,,,,,
7/30/2015,9:43 PM,"FM Commentary, positioning and reputation",40% of lenders who deliver loans to the GSEs or Ginnie Mae reported applying credit overlays: https://youtu.be/H8F8zG0_QKc,35,23,1,2,9,53004
,,,,,,,,,
7/31/2015,8:10 AM,The Home Story,"What are the top 5 housing markets for first-time buyers, according to @gobankingrates? http://www.thehomestory.com/top-5-housing-markets-for-first-time-buyers/",34,30,1,0,3,1308
,,,,,,,,,
7/31/2015,10:14 AM,The Home Story,Worried about who to hire if your home needs a hand? @Angie_Hicks of @AngiesList offers tips. http://www.thehomestory.com/putting-lousy-service-providers-in-the-penalty-box-an-interview-with-angie-hicks/,30,23,2,2,3,6595
,,,,,,,,,
7/31/2015,3:41 PM,"Housing Recovery Solutions, The Home Story",Interested in buying a home but aren't sure where to begin? These 5 mobile apps aim to help: http://www.thehomestory.com/5-apps-to-help-you-buy-a-home/,54,38,0,7,9,3151
,,,,,,,,,
8/1/2015,11:31 AM,positioning and reputation,"Did you know we're on Facebook and LinkedIn, too? Here's how to connect w/ us: http://fanniemae.com/portal/stay-connected.html",10,9,0,1,0,0
,,,,,,,,,
8/2/2015,8:38 PM,business support,"Fannie Mae training gets personal, remains popular http://housingindustryforum.com/content/fannie-mae-training-gets-personal-remains-popular#.VbeC5rP48gs",29,25,0,4,0,0
,,,,,,,,,
8/3/2015,9:11 AM,positioning and reputation,@Angie_Hicks @mollyinindy @DCarsonCPA_MFC @KoResCorp @SanDiegohmloans @ljaycohen @LiveHappySA @Go_Jenn @LMachak Appreciate your RTs!,4,,1,2,1,1099
,,,,,,,,,
8/3/2015,9:55 AM,"FM Commentary, positioning and reputation",Are homeowners under-estimating their home equity? Details in our latest FM Commentary: http://fanniemae.com/portal/about-us/media/commentary/080315-deggendorf-wilcox.html,30,24,0,1,5,2372
,,,,,,,,,
8/3/2015,1:19 PM,"Housing Recovery Solutions, The Home Story",Should you move out or stay put during a #homeimprovement project? Some homeowners share their experiences: http://www.thehomestory.com/living-in-your-home-renovation-project/,16,11,0,1,4,440
,,,,,,,,,
8/3/2015,7:29 PM,"FM Commentary, positioning and reputation",A possible reason for tepid housing market growth: Homeowners' under-estimating their home equity. Learn more: http://fanniemae.com/portal/about-us/media/commentary/080315-deggendorf-wilcox.html,20,16,2,0,2,99
,,,,,,,,,
8/4/2015,10:33 AM,"Housing Recovery Solutions, The Home Story",Know some key differences between #renters and #homeowners insurance: http://www.thehomestory.com/whats-the-difference-between-renters-and-homeowners-insurance/,68,45,1,6,16,11405
,,,,,,,,,
8/4/2015,12:55 PM,positioning and reputation,@VertexCapitalCF @GOBankingRates @RoFields @HuntingtonTeam @GrantKaseke @ReneeCWest @BHHSCalifornia @LindaKilroyTeam Thx for the RTs!,3,,1,2,0,0
,,,,,,,,,
8/4/2015,2:49 PM,positioning and reputation,Affordable multifamily feeling the squeeze of higher development costs: http://housingindustryforum.com/content/affordable-multifamily-feeling-squeeze-higher-development-costs#.VcDIaPn4-Cc,16,12,0,2,2,2057
,,,,,,,,,
8/4/2015,9:14 PM,"FM Commentary, Housing Recovery Solutions",Read more about how Fannie Mae's supported HFAs and affordable housing during the crisis: http://fanniemae.com/portal/about-us/media/commentary/073015-hayward.html,23,17,0,0,6,2002
,,,,,,,,,
8/5/2015,10:41 AM,The Home Story,"W/ determination, discipline + help from others such as @MassHousing, Maria was able to become a 1st-time homeowner. http://www.thehomestory.com/my-home-story-her-persistence-helped-her-land-a-mortgage/",33,20,0,7,6,3683
,,,,,,,,,
8/5/2015,2:43 PM,"FM Commentary, positioning and reputation",ICYMI: Our researchers looked into whether homeowners are under-estimating their home equity. Their findings: http://fanniemae.com/portal/about-us/media/commentary/080315-deggendorf-wilcox.html,26,20,0,1,5,6283
,,,,,,,,,
8/6/2015,8:03 AM,positioning and reputation,We had a strong quarter of financial performance with solid revenues and a book of business that only continues to improve. #FMQ22015,21,,2,9,10,24539
,,,,,,,,,
8/6/2015,8:05 AM,positioning and reputation,We reported net income of $4.6B + comprehensive income of $4.4B for Q2 2015. #FMQ22015,30,,2,11,17,63974
,,,,,,,,,
8/6/2015,8:05 AM,positioning and reputation,Our book of business is extremely solid. 82% of our book has been acquired since '09 w/ enhanced underwriting standards. #FMQ22015,12,,0,6,6,1105
,,,,,,,,,
8/6/2015,8:07 AM,positioning and reputation,"By 9/30/15, we expect to pay @USTreasury $4.4B in dividends. (Dividend payments to Treasury do not offset prior draws.) #FMQ22015",23,,7,7,9,8176
,,,,,,,,,
8/6/2015,8:11 AM,positioning and reputation,For more on our Q2 2015 financial performance: http://fanniemae.com/portal/about-us/media/financial-news/2015/6278.html #FMQ22015,18,15,0,2,1,17
,,,,,,,,,
8/6/2015,1:15 PM,positioning and reputation,@NCMae @jessevantol @TeamLearway @atlrealtor2001 @nicherind @RyanRhodenhiser @rosilenesoare16 @mattkippenhuck Appreciate your RTs!,7,,1,4,2,2034
,,,,,,,,,
8/6/2015,6:27 PM,"Multifamily, positioning and reputation",Congrats to our Jeffery Hayward on being included in @navathwal's real estate leaders list: http://www.forbes.com/sites/navathwal/2015/08/02/7-kingmakers-in-real-estate/,19,11,0,5,3,517
,,,,,,,,,
8/7/2015,9:07 AM,"HPSI, positioning and reputation","Americans' outlook on housing cools amid personal finance, economic concerns. Our July National Housing Survey: http://fanniemae.com/portal/research-and-analysis/housing-survey.html",38,29,0,1,8,9750
,,,,,,,,,
8/7/2015,10:47 AM,positioning and reputation,@scottdshaker @AnthonyFender72 @MaryWinter3174 @ruslodi @reajlb @LeafitNowTeam @NAMFS @MaryWinter3174 @twojman Thx for the RTs!,0,,0,0,0,0
,,,,,,,,,
8/7/2015,1:15 PM,"Jobs Report, positioning and reputation",Does today's #jobsreport change our Econ. + Strategic Research Group's expectation for Sep. fed funds rate increase? https://youtu.be/7AjImnVInFw,1,1,0,0,0,0
,,,,,,,,,
8/7/2015,2:31 PM,"Jobs Report, positioning and reputation",Does today's #jobsreport change our Econ. + Strategic Research Group's expectation for Sep. fed funds rate increase? https://youtu.be/xdHjuMVLrvE,8,6,0,0,2,4434
,,,,,,,,,
8/7/2015,3:50 PM,"HPSI, positioning and reputation",#Housing momentum pauses in July National Housing Survey results. Our Sarah Shahdad breaks down the survey findings: https://youtu.be/ksNWGcsLp2g,37,29,0,2,6,4503
